縣市,選區,號次,政黨,候選人,得票數,當選註記,得票率,性別
新北市,12,3,親民黨,陳勝榮,1957," ",36.89,男
桃園市,14,1,無,邱志成,1886," ",18.11,男
桃園市,14,2,中國國民黨,陳瑛,3449,*,33.12,女
桃園市,14,3,中國國民黨,林信義,2311," ",22.19,男
桃園市,14,4,無,蘇志強,2767,*,26.57,男
臺中市,16,1,無,朱元宏,2951," ",41.82,男
臺中市,16,2,中國國民黨,林榮進,4105,*,58.18,男
臺南市,18,1,無,"谷暮・哈就Kumu Hacyo",933,*,66.26,女
臺南市,18,2,中國國民黨,伍宗康,475," ",33.74,男
高雄市,13,1,中國國民黨,"柯路加Istanda Ciban",1424," ",47.47,男
高雄市,13,2,無,林民傑,1576,*,52.53,男
高雄市,14,1,無,理斷‧搭給嚕嘟嗯Islituan‧Takiludun,1201," ",39.08,男
高雄市,14,2,中國國民黨,高秀琴,605," ",19.69,女
高雄市,14,3,無,伊斯坦大‧貝雅夫‧正福Istanda‧Paingav,1267,*,41.23,男
高雄市,15,1,無,范織欽Pasulang‧Tomatalate,1608," ",49.74,男
高雄市,15,2,中國國民黨,唐惠美,1625,*,50.26,女
新竹縣,12,1,中國國民黨,黃比德,1067," ",21.58,男
新竹縣,12,2,無,柔夏‧布待Rosya.Butay,1444," ",29.21,男
新竹縣,12,3,無,雲翔,437," ",8.84,男
新竹縣,12,4,中國國民黨,范坤松,1996,*,40.37,男
新竹縣,13,1,中國國民黨,"趙一先Obay a Awi’",1478,*,39.98,男
新竹縣,13,2,無,張定中,1440," ",38.95,男
新竹縣,13,3,民主進步黨,凱撒巴燕,779," ",21.07,男
苗栗縣,08,1,無,林國雄,1684," ",45.44,男
苗栗縣,08,2,中國國民黨,黃月娥,2022,*,54.56,女
南投縣,07,1,中國國民黨,史清水,4620,*,100,男
南投縣,08,1,無,廖文賢,4533,*,53.86,男
南投縣,08,2,中國國民黨,陳國雄,3884," ",46.14,男
嘉義縣,07,1,中國國民黨,楊貴榮,329," ",12.47,男
嘉義縣,07,2,無,汪啟聖,851," ",32.26,男
嘉義縣,07,3,無,石信忠,953,*,36.13,男
嘉義縣,07,4,無,湯保富,505," ",19.14,男
屏東縣,09,1,無,歸曉惠,2677,*,52.76,女
屏東縣,09,2,中國國民黨,柯富國,2397," ",47.24,男
屏東縣,10,1,無,陸月嬌,3629,*,60.42,女
屏東縣,10,2,中國國民黨,陳生明,2377," ",39.58,男
屏東縣,11,1,中國國民黨,潘政治,1949,*,50.9,男
屏東縣,11,2,無,何長成,1880," ",49.1,男
屏東縣,12,1,中國國民黨,簡寶玉,1954," ",36.06,女
屏東縣,12,2,無,李宜潔,936," ",17.27,女
屏東縣,12,3,無,潘正義,2529,*,46.67,男
屏東縣,13,1,無,林輝雄,1477," ",44.38,男
屏東縣,13,2,中國國民黨,陳昭忠,1851,*,55.62,男
屏東縣,14,1,中國國民黨,李冀香,1959,*,62.43,女
屏東縣,14,2,無,陳秋香,1179," ",37.57,女
屏東縣,15,1,中國國民黨,許天賜,3137,*,100,男
屏東縣,16,1,中國國民黨,顏金成,1372,*,53.68,男
屏東縣,16,2,無,宋克強,1184," ",46.32,男
宜蘭縣,12,1,中國國民黨,李玉蕙,1622," ",44.32,女
宜蘭縣,12,2,親民黨,陳傑麟,2038,*,55.68,男
宜蘭縣,13,1,中國國民黨,松王淑珍,1172," ",30.6,女
宜蘭縣,13,2,中國國民黨,陳孝仁,1456,*,38.02,男
宜蘭縣,13,3,中國國民黨,江明順,1202," ",31.38,男
花蓮縣,08,1,中國國民黨,"許淑銀Otiam  Cirig",5340,*,55.95,女
花蓮縣,08,2,無,田韻馨,3175," ",33.26,女
花蓮縣,08,3,無,張文成,1030," ",10.79,男
花蓮縣,09,1,中國國民黨,吳香蘭Hisa‧Sakay,1856," ",48.61,女
花蓮縣,09,2,中國國民黨,陳長明,1962,*,51.39,男
花蓮縣,10,1,中國國民黨,余秀珠,209," ",5.82,女
花蓮縣,10,2,中國國民黨,蘇正清,1073," ",29.9,男
花蓮縣,10,3,中國國民黨,蘇忠亮,1280,*,35.66,男
花蓮縣,10,4,中國國民黨,"陳鶴章Salizan  Binkinuan",1027," ",28.62,男
臺東縣,11,1,中國國民黨,胡秋金,1217,*,55.09,男
臺東縣,11,2,台灣第一民族黨,伊藍‧明基努安,992," ",44.91,男
臺東縣,12,1,中國國民黨,"余明志 taium ispalidaz",477," ",21.4,男
臺東縣,12,2,中國國民黨,余秀芳,544," ",24.41,女
臺東縣,12,3,無,張順成,1208,*,54.19,男
臺東縣,13,1,中國國民黨,"章正輝 Lemajiz‧Kusaza",2636,*,100,男
臺東縣,14,1,無,蔡玉玲,1538,*,63.61,女
臺東縣,14,2,中國國民黨,朱連濟,880," ",36.39,女
臺東縣,15,1,中國國民黨,曾加油,509," ",28.31,男
臺東縣,15,2,無,林杉樹,288," ",16.02,男
臺東縣,15,3,中國國民黨,夏曼‧瑪德能,384," ",21.36,男
臺東縣,15,4,無,黃天德,617,*,34.32,男
